condition,subcondition,time (s),Time_min,Time_h,Mean Intensity,Protein Concentration_ng_ul,Protein Concentration_nM,Number of Protein Molecules,Rate of Change of Protein Molecules per Second,Translation Rate aa_s,Unnamed: 0,frame,x [m]_mean,y [m]_mean,u [m/s]_mean,v [m/s]_mean,data type [-]_mean,vorticity [1/s]_mean,velocity magnitude [m/s]_mean,divergence [1/s]_mean,dcev [1]_mean,shear [1/s]_mean,strain [1/s]_mean,vector direction [degrees]_mean,correlation length [m]_mean,distance [m]_mean,power [W]_mean,work [J]_mean,time (min),time (h)
ThTr_1p25nM-RT,Rep1,2160,36.0,0.6,3.00937557220459,0.0960288637481534,1.3957683684324564,1674922042.1189556,721345.9237422841,0.5919289094285255,80,80.0,0.0013912505496988,0.0015608661030513,1.963585263609477e-09,1.0186024296520361e-08,1.0,1.511171330002665e-06,1.3817744998367852e-08,-1.040937822055805e-06,22.115775600838063,1.09022182237727e-06,2.493998853614969e-06,53.92755068682258,0.0003969590760614,0.0001110720188874,2.4233317412777963e-21,4.006085532954792e-18,36.0,0.6
ThTr_1p25nM-RT,Rep1,2376,39.6,0.66,3.1623973846435547,0.1009117739813989,1.4667409008924182,1760089081.070912,673538.768637461,0.5654795670030174,88,88.0,0.0013921752270734,0.0015625101203086,4.5806030416871857e-10,-1.065628096969485e-09,1.0,2.019492933344467e-07,7.981883755473646e-09,1.162375034401735e-06,21.86449744412661,5.268554981234977e-07,7.862951803398502e-08,0.0459685171127254,0.0003921009943779,0.000113296278058,8.287907694905608e-22,4.017205732527664e-18,39.6,0.66
ThTr_1p25nM-RT,Rep1,2592,43.2,0.72,3.502691984176636,0.1117705395122348,1.6245717952359726,1949486154.2831652,636139.2837388727,0.5741347876858819,96,96.0,0.0013915661457628,0.0015630233725287,2.991372246104987e-09,2.3017151219087347e-08,1.0,1.892657284163521e-07,2.277958668660908e-08,-4.104661978001386e-06,20.675835315314515,-3.782731739284189e-07,4.5066620557831655e-06,80.21172008245986,0.0003828034489145,0.0001157944701389,7.082229429965119e-21,4.033870849411931e-18,43.2,0.7200000000000001
ThTr_1p25nM-RT,Rep1,2808,46.8,0.78,3.6970255374908447,0.1179717031307836,1.7147049873660407,2057645984.8392496,604630.669092833,0.5593739764357152,104,104.0,0.0013908722726,0.0015633904950197,4.161373564171821e-09,3.95950961959184e-11,1.0,1.4451263352180577e-06,6.573651805575059e-09,-3.214017677586124e-07,21.63466243617288,9.872834553664011e-07,4.125744828428425e-07,3.8739609680353584,0.0003703523946185,0.0001176509408034,6.301052159651322e-22,4.042754789365839e-18,46.8,0.7799999999999999
ThTr_1p25nM-RT,Rep1,3024,50.4,0.84,3.93187952041626,0.1254658694739143,1.8236318237487552,2188358188.498506,576059.4435656058,0.5524148260477266,112,112.0,0.0013908722726,0.0015633904950197,-1.768825529768749e-09,4.66299549766563e-10,1.0,1.119429254825064e-06,4.966672657186981e-09,-8.963052118941389e-08,17.1977584746401,5.166970491150834e-07,9.541724149733556e-07,8.143737046568951,0.0003599512306543,0.0001189694746108,3.8077966305266003e-22,4.047299847445469e-18,50.4,0.84
ThTr_1p25nM-RT,Rep1,3240,54.0,0.9,4.162754058837891,0.1328330521538641,1.930712967352676,2316855560.8232107,553658.7312128473,0.5458617380131965,120,120.0,0.0013902384028066,0.0015647990945646,3.296688940670701e-09,-2.848814054347353e-09,1.0,-1.2785064309461017e-06,5.214364929019442e-09,4.035697762774488e-07,19.84098564556748,-6.757837791951158e-07,3.1959196895886835e-08,-25.11585036876837,0.0003539995611249,0.0001212886677385,4.339377099536355e-22,4.066082024903215e-18,54.0,0.9
ThTr_1p25nM-RT,Rep1,3456,57.6,0.96,4.266083240509033,0.13613027567078,1.9786377277729628,2374365273.3275595,540595.232102564,0.5244480830611128,128,128.0,0.0013916574875614,0.0015634057133168,1.747454585055172e-09,4.3624569434285656e-11,1.0,-3.077804721332863e-07,3.805560238948819e-09,6.163957900039288e-07,21.46606488092733,1.1201927382779808e-06,5.193185917184962e-07,7.520318762254855,0.0003510869950216,0.0001228364302964,2.349836861203735e-22,4.0752893601902495e-18,57.6,0.96
ThTr_1p25nM-RT,Rep1,3672,61.2,1.02,4.551933765411377,0.1452517364022756,2.1112170988702843,2533460518.6443424,532036.1649865768,0.5266719300679253,136,136.0,0.0013918090275108,0.0015647608429727,-1.586762804881348e-09,-1.901865155657233e-08,1.0,-3.213101598713904e-07,1.7110445919722855e-08,3.7582917229903225e-06,20.04668965659974,-5.211422246588999e-07,-2.348309160020464e-06,-92.11458060861196,0.0003472151752539,0.0001258965546776,4.85685631487083e-21,4.105315426732649e-18,61.2,1.02
ThTr_1p25nM-RT,Rep1,3888,64.8,1.08,4.746952295303345,0.1514747575526871,2.2016679876844094,2642001585.2212877,518553.70563877374,0.5187230203761205,144,144.0,0.0013924437130955,0.0015633504305583,-2.240656918298145e-09,-1.6123746345548905e-08,1.0,8.152003378162931e-07,1.4100735167079098e-08,3.2369087356240027e-06,21.34101704757593,-2.293093521752261e-08,-1.5951100653625415e-06,-96.245836285148,0.0003398975823864,0.0001279473611213,3.442051440755702e-21,4.120854353237797e-18,64.8,1.0799999999999998
ThTr_1p25nM-RT,Rep1,4104,68.4,1.14,5.062800168991089,0.1615534305862711,2.34816032828882,2817792393.94659,499683.4639238847,0.5241195322282096,152,152.0,0.0013918090275108,0.0015647608429727,-4.6591655250643215e-09,1.4652476649432397e-08,1.0,7.196269142392864e-07,1.3473659093763268e-08,-2.1827509473544864e-06,24.446610346853923,6.441295356639648e-07,2.877933157071106e-06,102.0294124712444,0.0003286451406995,0.0001292427706118,3.3616049511872265e-21,4.127526909864807e-18,68.4,1.14
ThTr_1p25nM-RT,Rep1,4320,72.0,1.2,5.0416765213012695,0.1608793771698065,2.33836304025882,2806035648.3105783,487851.70889158046,0.4958360984433451,160,160.0,0.0013918090275108,0.0015647608429727,2.1263426142694704e-10,-1.8723798185280135e-10,1.0,1.433646207602169e-06,2.572602845385539e-09,8.57274684357465e-07,21.2526076832632,8.633432440313707e-07,4.577063438473617e-08,0.8447529840327119,0.0003134989412367,0.0001310594575092,1.346800689509454e-22,4.142597823471455e-18,72.0,1.2
ThTr_1p25nM-RT,Rep1,4536,75.6,1.26,5.215689182281494,0.1664321032123994,2.41907126762208,2902885521.146501,492716.6051699508,0.488523621233104,168,168.0,0.001390710365382,0.0015638200678546,1.540312520176976e-09,2.6528202732920623e-09,1.0,7.569976958291427e-07,3.166088315323257e-09,5.19586484074313e-07,23.878920971422307,6.747889877825527e-07,2.824015519123528e-07,40.73814267066978,0.0003029989078103,0.0001317723069395,2.1837047536510007e-22,4.144560379441863e-18,75.6,1.26
ThTr_1p25nM-RT,Rep1,4752,79.2,1.32,5.573347330093384,0.1778449377757782,2.5849554909270083,3101946589.1124115,506746.6110005327,0.4982950672617414,176,176.0,0.0013918090275108,0.0015647608429727,5.4832829567963726e-09,-5.406205581114387e-09,1.0,2.1699955517393805e-07,5.652826536044221e-09,1.0874872930553412e-06,22.97846042144788,4.996874695008364e-07,-7.912957500277224e-07,-43.23522619903683,0.0003035336476555,0.0001327042892058,6.936615648411788e-22,4.148825829920231e-18,79.2,1.32
ThTr_1p25nM-RT,Rep1,4968,82.8,1.38,5.707127332687378,0.1821138438438616,2.6470035442421747,3176404253.09061,513131.7918332921,0.4880708677660094,184,184.0,0.0013922783097427,0.0015641065859623,-1.710595060404708e-09,3.278907043100769e-09,1.0,1.8176266555103028e-06,2.8295742430182766e-09,6.522722071057376e-07,24.83338912592724,3.6296293262282667e-07,1.045340093653291e-06,56.8143205534685,0.0003074925090907,0.0001339281353612,1.6935698059335817e-22,4.155945273063863e-18,82.8,1.38
ThTr_1p25nM-RT,Rep1,5184,86.4,1.44,5.892751693725586,0.1880370980362316,2.733097355177783,3279716826.2133417,504020.1972794062,0.4829476525264675,192,192.0,0.0013926682369273,0.0015636369998998,-1.6985150497497612e-09,-8.026015729186094e-10,1.0,-1.11887963023464e-07,2.7024437649603207e-09,1.565484165703213e-07,22.22372318075257,1.54890224342031e-07,5.123632267051916e-07,-12.745409712586632,0.0003085817426835,0.0001347732433455,1.5339205720193908e-22,4.1589959151612256e-18,86.4,1.4400000000000002
ThTr_1p25nM-RT,Rep1,5400,90.0,1.5,6.197792053222656,0.1977709044080207,2.874577098953786,3449492518.7445474,486819.8542516804,0.4876297029607785,200,200.0,0.0013932553795047,0.0015631289496364,5.175831020798484e-09,1.5327574814709095e-09,1.0,8.15665892612235e-07,3.885137428618834e-09,1.0506629168360276e-07,19.39735002750353,-4.8151974368336564e-08,5.378994666204745e-07,14.452232709118292,0.0003101604999981,0.0001357825383051,3.1381217633020626e-22,4.163779657717536e-18,90.0,1.5
ThTr_1p25nM-RT,Rep1,5616,93.6,1.56,6.213968992233276,0.1982871088613502,2.882080070659157,3458496084.7909927,476256.7273317537,0.4700985304787565,208,208.0,0.0013916859216831,0.0015631692211333,-4.029961724442238e-09,-5.5540117377150106e-09,1.0,-4.28600965421168e-08,5.207748683304295e-09,1.504642043851854e-06,18.272594917812057,-7.315030809538037e-07,-5.307576709059652e-07,-96.27339716791852,0.0003149849830264,0.0001369099980669,5.467015847788124e-22,4.168877545352005e-18,93.6,1.5599999999999998
ThTr_1p25nM-RT,Rep1,5832,97.2,1.62,6.441027402877808,0.2055325192980022,2.987391268866311,3584869522.6395736,481325.687248813,0.4692286728970426,216,216.0,0.0013930908166895,0.0015638835048173,2.2310659023486583e-09,-8.862742040436454e-10,1.0,-6.26123422394657e-08,1.9681838363872302e-09,8.74504217455912e-07,21.298562192107973,1.3759188613598172e-06,-2.894914729352186e-07,-11.602053951474405,0.0003205774856595,0.000138215015469,7.538679511065991e-23,4.178281042897657e-18,97.2,1.62
ThTr_1p25nM-RT,Rep1,6048,100.8,1.68,6.586720943450928,0.2101815851327568,3.0549649001854107,3665957880.222504,497255.385745627,0.4627052132838695,224,224.0,0.0013925031907002,0.0015643923670457,5.2274797119641106e-09,-4.566640068867982e-09,1.0,-8.60932593619659e-07,4.546858426102544e-09,9.705928376910428e-07,20.27260008767331,6.68616899786039e-07,-1.1012248906109316e-07,-39.17070575457537,0.0003246188123402,0.0001391775444669,3.923787601579237e-22,4.181784846701039e-18,100.8,1.68
ThTr_1p25nM-RT,Rep1,6264,104.4,1.74,6.94387149810791,0.221578222450979,3.2206136984153915,3864736438.098471,511851.16656439326,0.4709738964077378,232,232.0,0.0013918090275108,0.0015647608429727,1.9666855781029247e-09,-4.948696706458129e-09,1.0,-7.349923060986168e-07,3.543695372404065e-09,1.2835564254687073e-06,21.88784709336615,2.699992953289642e-07,-6.552448972162288e-07,-56.64199016204701,0.0003254486383432,0.0001407203092301,2.3712527137796664e-22,4.190793106311629e-18,104.4,1.74
