condition,subcondition,time (s),Time_min,Time_h,Mean Intensity,Protein Concentration_ng_ul,Protein Concentration_nM,Unnamed: 0,frame,x [m]_mean,y [m]_mean,u [m/s]_mean,v [m/s]_mean,data type [-]_mean,vorticity [1/s]_mean,velocity magnitude [m/s]_mean,divergence [1/s]_mean,dcev [1]_mean,shear [1/s]_mean,strain [1/s]_mean,vector direction [degrees]_mean,correlation length [m]_mean,distance [m]_mean,power [W]_mean,work [J]_mean,time (min),time (h)
D-2,Rep1,3560,59.333333333333336,0.9888888888888888,133.84117580944786,0.3599134873915437,13.33012916264974,178.0,178.0,0.0013843562801205,0.0013740773662674,4.4737211768527416e-09,-3.655358194391901e-08,1.0,7.983427466672076e-05,1.5466800265466809e-07,-1.311789821525065e-05,11.963759401244587,1.9223961017047627e-05,1.4925828271492064e-05,-24.85553826226371,0.0002099352333186,0.0008628379235445,1.0855761311856832e-18,2.293234306571433e-15,59.333333333333336,0.9888888888888888
D-3,Rep1,3560,59.333333333333336,0.9888888888888888,134.39630633474806,0.5008330144868465,18.549370906920245,178.0,178.0,0.0013872565017489,0.0014271207709476,-1.4887376814869624e-08,-2.5253243375039934e-08,1.0,-3.858525194201558e-05,1.454392577098431e-07,-4.217875544239285e-05,6.681496130782569,-8.283216829808259e-06,-3.652896408486789e-05,-5.571030102770368,0.000147608446632,0.0010097882582784,1.941649675275914e-18,3.8843457469701865e-15,59.333333333333336,0.9888888888888888
AdPa-1,Rep1,3580,59.66666666666666,0.9944444444444444,132.34335971837842,0.2853835724672375,10.569761943230986,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3580,59.66666666666666,0.9944444444444444,131.93541881907873,0.2190795200068755,8.114056296550928,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3580,59.66666666666666,0.9944444444444444,131.65837671774372,0.1652566211743602,6.120615599050439,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3580,59.66666666666666,0.9944444444444444,133.6372581568899,0.3698734526776563,13.699016765839133,179.0,179.0,0.0014014671729189,0.0013582753172559,-2.0625250077298204e-09,3.4419610940631684e-08,1.0,-4.261836598013661e-05,1.432640694723258e-07,-0.0001083266361677,13.55362149207172,1.060450761933156e-05,1.5815735183883186e-05,14.292542906818657,0.000159763108851,0.0009515927793331,1.6082425801394604e-18,2.591820703365654e-15,59.66666666666666,0.9944444444444444
D-2,Rep1,3580,59.66666666666666,0.9944444444444444,133.68830849358295,0.3487748102704815,12.917585565573347,179.0,179.0,0.0013871523121632,0.0013714058466441,1.8903484883281745e-08,-3.4430196506546734e-08,1.0,6.008135337769955e-05,1.5201827501412049e-07,-1.8922506893954124e-05,14.26348947977286,2.7635999819805383e-05,3.057845504853701e-05,-20.45166225204533,0.0002102487535546,0.0008658782890448,1.045573906649897e-18,2.2942798804780823e-15,59.66666666666666,0.9944444444444444
D-3,Rep1,3580,59.66666666666666,0.9944444444444444,134.56819680186595,0.5133578135426937,19.01325235343313,179.0,179.0,0.0013855228664136,0.0014217531224588,-7.296472645720092e-09,-2.61692767466716e-08,1.0,-2.76656988139398e-05,1.4960928312565476e-07,-3.296755649625136e-05,9.636605494081968,1.4485041326640988e-05,-7.373863103663024e-05,-1.6889838379421684,0.0001464755599515,0.0010127804439409,2.0864921050268652e-18,3.8864322390752135e-15,59.66666666666666,0.9944444444444444
AdPa-1,Rep1,3600,60.0,1.0,132.35423985707052,0.2861763537837536,10.599124214213075,45.0,45.0,0.0013971940540839,0.0014334478303551,-1.697571807792592e-10,-1.350379598104313e-08,1.0,2.0379726620186813e-06,4.7320712822940126e-08,6.966998410746356e-06,18.57096354645076,3.7569318295568832e-06,6.792896856985458e-06,-21.26937095718276,0.0003091602119847,6.597082702764185e-05,4.685601596279479e-20,6.4341651787219695e-19,60.0,1.0
AdPa-2,Rep1,3600,60.0,1.0,132.15083355469883,0.2347757149300058,8.695396849259481,45.0,45.0,0.0014998217211322,0.0013486287489464,-2.5134018150676075e-09,2.5486070967789804e-12,1.0,1.993886603215376e-06,3.477970863809622e-08,4.916734073055633e-06,18.0508091187033,-4.444398313084626e-06,2.0617676194036377e-06,7.938553256592852,0.0002455691972355,4.506481137702578e-05,4.0117521450673925e-20,4.650968717285059e-19,60.0,1.0
AdPa-3,Rep1,3600,60.0,1.0,131.68656160492358,0.1673103130064817,6.196678259499322,45.0,45.0,0.0013691203747182,0.0014423804477046,1.1476703244871372e-09,4.411078191103492e-09,1.0,-2.3556999088462272e-06,2.1825046108881685e-08,3.8791586434562645e-06,12.685580635521394,-2.018842437855092e-06,-9.326141726124772e-07,7.429612192158388,0.0003144734744672,3.443192019940419e-05,9.633238161594007e-21,1.3649763535276168e-19,60.0,1.0
D-1,Rep1,3600,60.0,1.0,133.6218304827504,0.3687493151862853,13.65738204393648,180.0,180.0,0.001398585220726,0.001359248443742,7.405131144488275e-10,2.56325014377916e-08,1.0,-4.390379416337636e-05,1.4413588555687077e-07,-7.23154234902688e-05,12.29326936828757,-1.5284307089601972e-05,-2.3473195907255737e-05,11.546378874357105,0.0001608880132588,0.0009544754970443,1.6051915301868529e-18,2.5934258948958407e-15,60.0,1.0
D-2,Rep1,3600,60.0,1.0,133.64808209417333,0.3458437136378789,12.809026431032578,180.0,180.0,0.0013917169190087,0.001373545266771,2.5184880632929528e-09,-3.1766569980830246e-08,1.0,8.471738206999154e-05,1.4519911504094464e-07,2.275910730353352e-05,11.8549583831844,3.7080484778659616e-05,1.499002862440124e-05,-26.033245512988547,0.0002104786820895,0.0008687822713456,9.517912392544317e-19,2.295231671717337e-15,60.0,1.0
D-3,Rep1,3600,60.0,1.0,134.36216887605042,0.4983455885252192,18.45724401945256,180.0,180.0,0.0013905715965882,0.0014106578604025,-8.597399747112281e-09,-3.1568656026937487e-08,1.0,-9.99807663360194e-05,1.4785336013857433e-07,-4.866181314130692e-05,8.6742021636205,-1.4901048130864264e-05,-4.4269932842891975e-05,-5.351034258166895,0.000145523860467,0.0010157375111436,2.0645432194793927e-18,3.888496782294693e-15,60.0,1.0
AdPa-1,Rep1,3620,60.333333333333336,1.0055555555555555,132.36312558378313,0.2868238122694198,10.623104158126637,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3620,60.333333333333336,1.0055555555555555,132.134775514,0.2336056457786695,8.652060954765517,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3620,60.333333333333336,1.0055555555555555,131.79912365275416,0.1755121467325233,6.50044987898238,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3620,60.333333333333336,1.0055555555555555,133.7350148687263,0.3769964955818992,13.96283316970002,181.0,181.0,0.0013950266571018,0.0013600657358298,-6.0764824079908485e-09,1.6973541878665224e-08,1.0,-8.935647194371506e-06,1.4415077702144038e-07,-7.069592813329488e-05,13.472748754723924,3.3914050941095656e-05,-2.708835291047853e-05,10.235014100494286,0.0001621686145503,0.0009573585125847,1.5802665896480249e-18,2.595006161485489e-15,60.333333333333336,1.0055555555555555
D-2,Rep1,3620,60.333333333333336,1.0055555555555555,133.89435189033753,0.3637881625779444,13.473635651034982,181.0,181.0,0.0013943979892163,0.0013769238348847,1.2082536722124096e-08,-1.2349961948114774e-08,1.0,4.784545465401299e-05,1.344399055281738e-07,3.874075134088601e-06,16.061752161881746,6.579783910032178e-05,-4.490071403132641e-06,-2.8337846672579228,0.0002106112165778,0.0008714710694562,8.149358048409639e-19,2.2960466075221778e-15,60.333333333333336,1.0055555555555555
D-3,Rep1,3620,60.333333333333336,1.0055555555555555,134.36147199477242,0.4982948102702114,18.455363343341133,181.0,181.0,0.001386051164772,0.001418727713176,-7.131579869907123e-10,-2.7728769028684386e-08,1.0,-5.469626292727305e-05,1.508923769279772e-07,-7.809953524811716e-05,8.37358962409863,1.8469915420924843e-05,-8.97891832953379e-05,-6.555468489882193,0.0001447615780258,0.0010187553586822,2.172991252164851e-18,3.890669773546857e-15,60.333333333333336,1.0055555555555555
AdPa-1,Rep1,3640,60.66666666666666,1.011111111111111,132.55549568471585,0.3008408598633556,11.142254069013148,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3640,60.66666666666666,1.011111111111111,132.0632845224625,0.2283964546098751,8.459127948513867,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3640,60.66666666666666,1.011111111111111,131.78427499902796,0.1744301995641386,6.460377761634817,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3640,60.66666666666666,1.011111111111111,133.5682418693745,0.3648445808198683,13.51276225258772,182.0,182.0,0.0013919879466485,0.001362349947616,-4.328466634631944e-09,2.1036650098161066e-08,1.0,9.51277805950514e-06,1.385291407225265e-07,-8.173065732272783e-05,11.673399940202064,2.5860951343112072e-05,1.877651557397868e-05,11.4422706466366,0.0001635953353175,0.0009601290953992,1.4340703078257032e-18,2.5964402317933143e-15,60.66666666666666,1.011111111111111
D-2,Rep1,3640,60.66666666666666,1.011111111111111,133.84212320487916,0.3599825193605781,13.332685902243613,182.0,182.0,0.0013946329741853,0.0013732122226109,1.3771104581110044e-08,-4.855529201237619e-08,1.0,3.899754251064912e-05,1.409708229804595e-07,-5.9312329711096245e-05,11.692089624370048,5.174418052885933e-05,2.2015527155776813e-05,-35.15505770502491,0.0002106309320892,0.0008742904859158,8.958682942768042e-19,2.2969424758164546e-15,60.66666666666666,1.011111111111111
D-3,Rep1,3640,60.66666666666666,1.011111111111111,134.45992867825282,0.5054688566089851,18.721068763295733,182.0,182.0,0.001387568522268,0.0014244446893676,-4.405238631041141e-09,-2.246859995572502e-08,1.0,-0.000119272496889,1.3504614698098356e-07,-8.159520608129087e-05,9.095525202114723,-1.6896015185770548e-05,-1.4616456108497742e-05,-8.717976671866577,0.0001441938667176,0.0010214562816218,1.7542876867477407e-18,3.892424061233605e-15,60.66666666666666,1.011111111111111
AdPa-1,Rep1,3660,61.0,1.0166666666666666,132.62302557797713,0.305761425602352,11.324497244531528,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3660,61.0,1.0166666666666666,132.03407977602978,0.2262684507322898,8.380312990084803,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3660,61.0,1.0166666666666666,131.65678259071282,0.1651404651066839,6.116313522469767,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3660,61.0,1.0166666666666666,133.63575368964217,0.3697638296701679,13.694956654450664,183.0,183.0,0.001400913239697,0.0013644208341074,-1.1964884600935938e-08,1.8927056301130145e-08,1.0,-4.203022726032788e-05,1.403152190179998e-07,-0.0001078857422807,11.737158056394692,-1.9081868116217767e-06,-2.8677514434428547e-06,9.21840011754558,0.0001651564640319,0.0009629353997795,1.4436050756994738e-18,2.597883836869014e-15,61.0,1.0166666666666666
D-2,Rep1,3660,61.0,1.0166666666666666,133.97289293318292,0.3695110557422323,13.685594657119736,183.0,183.0,0.0013956309270558,0.0013736974522415,6.5427949567730635e-09,-3.5879859380302863e-08,1.0,2.3806559979903365e-05,1.3546520893105053e-07,-3.5661376533370194e-05,10.601743350972836,4.259099792229806e-05,-1.0154701994926943e-05,-25.954399929678384,0.000210520694754,0.0008769997900944,8.281251013916009e-19,2.297770600917846e-15,61.0,1.0166666666666666
D-3,Rep1,3660,61.0,1.0166666666666666,134.67558847572292,0.5211829079640564,19.30307066533541,183.0,183.0,0.0013885190048019,0.001406170596741,7.857502705709227e-09,-2.029409703679617e-08,1.0,-6.027576217960344e-05,1.43252348879761e-07,-6.390963361156996e-05,9.022000643132216,1.840255315101516e-05,-2.496233278067358e-05,-2.76741681358421,0.0001438232291035,0.0010243213285994,1.984154236431408e-18,3.894408215470037e-15,61.0,1.0166666666666666
AdPa-1,Rep1,3680,61.333333333333336,1.022222222222222,132.5896721443392,0.303331127627473,11.234486208424926,46.0,46.0,0.0013982204166321,0.0014322559254832,5.352091246370451e-10,-1.1513341977904777e-08,1.0,2.812602499547418e-06,4.6523008412328454e-08,8.040561280878553e-06,19.53350689866525,3.3543186623869504e-06,6.692765194832874e-06,-20.474256062818604,0.0003112137114782,6.969266770062813e-05,4.469388745977278e-20,6.881104053319699e-19,61.333333333333336,1.0222222222222224
AdPa-2,Rep1,3680,61.333333333333336,1.022222222222222,132.09663365870944,0.2308264394553543,8.54912738723533,46.0,46.0,0.0014999123630055,0.0013473363750319,-9.596197737522152e-10,-1.8957759829138678e-10,1.0,1.988045873877978e-06,3.529512497741879e-08,5.061227276381137e-06,18.081995715633,-4.705956678802154e-06,2.001284669010437e-06,5.829547557914855,0.0002464556057,4.788842137521928e-05,4.101871416991776e-20,5.061155858984237e-19,61.333333333333336,1.0222222222222224
AdPa-3,Rep1,3680,61.333333333333336,1.022222222222222,131.82278762046818,0.1772364217633129,6.564311917159785,46.0,46.0,0.0013679963844872,0.0014424607327424,-1.864589005969963e-09,1.3705094033983215e-09,1.0,-2.499312266587765e-06,2.1849131339279412e-08,4.094510377566432e-06,12.147026260308936,-2.6791851468370683e-06,-8.164180274141674e-07,2.061134909255092,0.0003148078895756,3.617985070654654e-05,9.634010835664174e-21,1.4613164618842586e-19,61.333333333333336,1.0222222222222224
D-1,Rep1,3680,61.333333333333336,1.022222222222222,133.75610443960636,0.3785331871848472,14.019747673512882,184.0,184.0,0.0014007814440374,0.0013625856720073,-8.641241003921065e-09,1.7742992779810923e-08,1.0,-3.1722639256091894e-05,1.3362910985624886e-07,-8.478612970095166e-05,8.736434321098299,-8.379471987301026e-06,1.2746065156699778e-05,7.547751813063212,0.000166837290559,0.0009656079819766,1.2830568215731664e-18,2.599166893690587e-15,61.333333333333336,1.0222222222222224
D-2,Rep1,3680,61.333333333333336,1.022222222222222,133.81960148953678,0.3583414745499729,13.271906464813782,184.0,184.0,0.0013969636622298,0.0013741716400352,8.61935345187651e-09,-2.9359328659459427e-08,1.0,2.894023844507052e-05,1.3109481352114145e-07,-3.1091913355742164e-05,10.549980271252137,4.818476477749858e-05,-3.13298350613889e-06,-23.178055837621013,0.0002102617622968,0.0008796216863648,7.774642278365107e-19,2.2985480651456827e-15,61.333333333333336,1.0222222222222224
D-3,Rep1,3680,61.333333333333336,1.022222222222222,134.77041035610958,0.5280921043718241,19.55896682858605,184.0,184.0,0.0013964938454556,0.0014124195910914,1.1743976531038602e-08,-1.99280927279033e-08,1.0,-5.470235196417801e-05,1.424534949304396e-07,-8.873217511987447e-05,9.458718981974569,6.53038960152498e-06,-1.946361828469209e-05,-4.737163898808085,0.0001436496442237,0.001027170398498,1.9668312658684363e-18,3.8963750467359055e-15,61.333333333333336,1.0222222222222224
AdPa-1,Rep1,3700,61.66666666666666,1.0277777777777777,132.38790854633035,0.2886296228598324,10.68998603184562,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3700,61.66666666666666,1.0277777777777777,132.09274795920604,0.2305433079572116,8.538641035452287,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3700,61.66666666666666,1.0277777777777777,131.8449256440324,0.1788495088721244,6.624055884152796,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3700,61.66666666666666,1.0277777777777777,133.73508728714975,0.3770017723503951,13.963028605570171,185.0,185.0,0.00139672749555,0.0013660188849636,-1.0960506332105056e-08,1.852926269973104e-08,1.0,1.684653532979068e-05,1.325526070644395e-07,-0.0001005426813917,9.638457045046591,-3.056955577569816e-05,2.1306310922302623e-05,15.379934336927851,0.0001686212798699,0.0009682590341179,1.2358955849353442e-18,2.600402789275522e-15,61.66666666666666,1.0277777777777777
D-2,Rep1,3700,61.66666666666666,1.0277777777777777,133.8992966901068,0.3641484654180038,13.486980200666778,185.0,185.0,0.0013984950769883,0.0013756897526367,6.4060231083702335e-09,-3.126142032031659e-08,1.0,7.108729919544233e-06,1.3378096168601708e-07,-3.133705077396268e-05,13.51610148499014,4.8771150864486605e-05,6.325615139061698e-06,-27.02317236696719,0.0002098354795609,0.0008822973055986,8.129442792343239e-19,2.299361009424917e-15,61.66666666666666,1.0277777777777777
D-3,Rep1,3700,61.66666666666666,1.0277777777777777,134.55750567066883,0.512578804257485,18.984400157684604,185.0,185.0,0.0013774874454039,0.0014282357506104,1.6356612949645815e-08,-2.8375682074494063e-08,1.0,-6.705733971961352e-05,1.585812849779377e-07,-7.285372061617971e-05,6.728903529717082,3.791768159821769e-05,-2.6213164635613872e-05,-4.640078099153829,0.000143670958407,0.0010303420241976,2.436665324934088e-18,3.89881171206084e-15,61.66666666666666,1.0277777777777777
AdPa-1,Rep1,3720,62.0,1.0333333333333334,132.35784517944106,0.286439055601833,10.608853911178985,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3720,62.0,1.0333333333333334,132.02667877451344,0.2257291767495122,8.360339879611558,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3720,62.0,1.0333333333333334,131.8322357392123,0.1779248589449098,6.58980959055225,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3720,62.0,1.0333333333333334,133.82713263332258,0.3837086565899374,14.211431725553268,186.0,186.0,0.001398245006384,0.0013642641970735,-3.0059926335945123e-09,8.61768714839337e-09,1.0,1.4712282185038866e-06,1.1968230021757706e-07,-7.409039292818455e-05,14.064789365044792,-1.944179174281965e-05,2.378970921739273e-05,10.465187899091934,0.0001704898784075,0.0009706526801223,9.85581739706727e-19,2.601388371015229e-15,62.0,1.0333333333333334
D-2,Rep1,3720,62.0,1.0333333333333334,134.09845914377084,0.3786604378003968,14.024460659273984,186.0,186.0,0.0013927700569546,0.0013770040741667,-1.738942185211263e-09,-3.501913285855315e-08,1.0,5.187855355107292e-05,1.345845257256876e-07,-4.587706290932342e-05,13.481026230578989,4.029780972799725e-05,2.155932190038843e-05,-33.125667367209935,0.0002092231714466,0.0008849889961131,8.2756228599507625e-19,2.300188571710912e-15,62.0,1.0333333333333334
D-3,Rep1,3720,62.0,1.0333333333333334,134.8004404289677,0.5302802456602098,19.64000909852629,186.0,186.0,0.00137568371112,0.0014237995388236,1.7450366495883258e-08,-3.3916209557649244e-08,1.0,-0.000110741577389,1.6537594159592437e-07,-2.907909027492366e-05,8.69825080082829,-1.1414539730246092e-05,-8.662157573491994e-06,-10.810128107689184,0.0001438819901443,0.0010336495430295,2.6421762412549015e-18,3.901453888302095e-15,62.0,1.0333333333333334
AdPa-1,Rep1,3740,62.333333333333336,1.038888888888889,132.3936340773502,0.2890468136832318,10.705437543823392,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3740,62.333333333333336,1.038888888888889,131.87516108014964,0.2146888398004574,7.9514385111280035,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3740,62.333333333333336,1.038888888888889,131.81760741198633,0.176858965867181,6.5503320691548765,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3740,62.333333333333336,1.038888888888889,133.8031646851048,0.3819622320194424,14.146749334053425,187.0,187.0,0.0013973198713252,0.0013613737712959,-2.8034030547417783e-09,1.6137020121197836e-08,1.0,-3.976598105929308e-06,1.177091602729756e-07,-4.281293571525901e-05,12.504353282339904,-4.646612349140176e-05,-7.839690849920462e-06,14.254646352337192,0.0001724229589356,0.0009730068633277,9.320953281960765e-19,2.602320466343425e-15,62.333333333333336,1.038888888888889
D-2,Rep1,3740,62.333333333333336,1.038888888888889,133.95135784509156,0.3679419015272449,13.627477834342416,187.0,187.0,0.0013903916617703,0.0013756897522868,-9.167479706346045e-09,-3.658733552152521e-08,1.0,7.581701099655781e-05,1.3636698327835354e-07,-4.255872507575768e-05,13.202664351485916,6.217118459532106e-05,2.508597931043269e-05,-33.930933588504935,0.0002084074368551,0.0008877163357787,8.562922968608507e-19,2.301044864007773e-15,62.333333333333336,1.038888888888889
D-3,Rep1,3740,62.333333333333336,1.038888888888889,134.88576657264713,0.536497535203452,19.87027908160931,187.0,187.0,0.0013816990222006,0.0014191485138767,1.5052721374912422e-08,-3.710083700532104e-08,1.0,-0.0001339499189941,1.6653413497149608e-07,-4.999270417764685e-05,8.047727001705576,-1.2257074513152604e-05,-7.836713286471931e-06,-14.369571316793524,0.0001442747833925,0.0010369802257289,2.664745054191882e-18,3.904118633356287e-15,62.333333333333336,1.038888888888889
AdPa-1,Rep1,3760,62.66666666666666,1.0444444444444445,132.37637650586765,0.2877893407201579,10.65886447111697,47.0,47.0,0.0013964020435377,0.0014336359104924,8.628496259679349e-10,-1.2840570789206932e-08,1.0,5.595474587987941e-07,4.65221033615153e-08,6.872233665478015e-06,18.800989863933133,3.4462758252669863e-06,5.581059503099994e-06,-19.0213946822332,0.0003132325432452,7.341443596954935e-05,4.4117909554429443e-20,7.322283148863993e-19,62.66666666666666,1.0444444444444445
AdPa-2,Rep1,3760,62.66666666666666,1.0444444444444445,131.96313075138312,0.2210987499815297,8.188842591908497,47.0,47.0,0.0015012886285754,0.0013480190500576,-1.5827528657116923e-09,6.335675113275099e-12,1.0,2.034173740742249e-06,3.577618486050613e-08,5.669890570695674e-06,17.63125584120485,-5.604874529495217e-06,3.005938390599124e-06,8.016172358266662,0.0002473450947994,5.075051616405977e-05,4.184190444206627e-20,5.479574903404899e-19,62.66666666666666,1.0444444444444445
AdPa-3,Rep1,3760,62.66666666666666,1.0444444444444445,131.55147272205784,0.1574670614234143,5.832113386052384,47.0,47.0,0.0013679963844872,0.0014424607327424,-6.28167028336132e-10,3.6972849034065558e-09,1.0,-1.5471199117640217e-06,2.171950031048476e-08,4.215332851453845e-06,14.170484790780954,-2.5760577563509027e-06,-1.059917576425063e-06,6.516339465076925,0.0003151508757805,3.791741073138532e-05,9.49932218812594e-21,1.556309683765518e-19,62.66666666666666,1.0444444444444445
D-1,Rep1,3760,62.66666666666666,1.0444444444444445,133.77266530907622,0.3797398949550796,14.064440553891842,188.0,188.0,0.0013986842685592,0.0013653598044265,1.1366348785407563e-09,9.984497810357388e-09,1.0,-3.3974657951640967e-06,1.220382624113523e-07,-6.035064151255674e-05,15.31843276716276,-7.044969990609085e-05,4.813462332856572e-05,6.693630346952708,0.000174398953109,0.000975447628576,9.79341773229199e-19,2.6032998081166537e-15,62.66666666666666,1.0444444444444445
D-2,Rep1,3760,62.66666666666666,1.0444444444444445,133.91515906912434,0.3653042776807398,13.529788062249594,188.0,188.0,0.0013935690115278,0.0013730832902809,-1.0477538071485638e-08,-1.79352713425782e-08,1.0,7.256456512640323e-05,1.306215888108135e-07,-4.378968921139645e-05,12.218483497268346,3.305922908390148e-05,2.2256119585501715e-06,-14.35800697327469,0.0002073725536213,0.0008903287675549,7.935190700033763e-19,2.301838383077777e-15,62.66666666666666,1.0444444444444445
D-3,Rep1,3760,62.66666666666666,1.0444444444444445,134.87468907750423,0.5356903735089542,19.840384204035303,188.0,188.0,0.0013825626803843,0.0014315216825638,3.986167158694034e-09,-1.7269226564091557e-08,1.0,-0.0001084535213088,1.636209325503448e-07,-6.692037646996119e-05,13.143474061563175,-3.5364702268435647e-05,-6.075427618670577e-05,-6.005524845504601,0.0001448402291064,0.0010402526443799,2.55228587272934e-18,3.906670919229016e-15,62.66666666666666,1.0444444444444445
AdPa-1,Rep1,3780,63.0,1.05,132.6400753557703,0.3070037576780446,11.3705095436313,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3780,63.0,1.05,132.03433686288827,0.2262871833664865,8.381006791351354,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3780,63.0,1.05,131.79765067712364,0.1754048183617547,6.496474754139058,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3780,63.0,1.05,133.86177515915475,0.3862328842688214,14.304921639586013,189.0,189.0,0.0014012632248872,0.001370530170456,3.3653411904065253e-11,1.4234539650097913e-08,1.0,-4.815180729448452e-06,1.1994470929878244e-07,-8.813705760726454e-05,12.488601557402529,-5.0844481428208256e-05,5.558777063308624e-05,6.299340902527374,0.0001763952680565,0.000977846522762,9.247371960669237e-19,2.6042245453127205e-15,63.0,1.05
D-2,Rep1,3780,63.0,1.05,134.00139378992102,0.371587770696526,13.76251002579724,189.0,189.0,0.0013943864325495,0.0013716256318834,-1.965125098363798e-09,-3.4797896589563616e-08,1.0,2.729766323566748e-05,1.344467727666644e-07,-4.076582947930285e-05,13.894569213264337,1.1313197720014506e-05,-2.32055190112972e-05,-31.32540491780277,0.0002061058902021,0.0008930177030102,8.510399602545166e-19,2.3026894230380312e-15,63.0,1.05
D-3,Rep1,3780,63.0,1.05,134.7274532976098,0.5249620382619273,19.44303845414541,189.0,189.0,0.0013864009948514,0.0014339726001015,2.262518217580601e-08,-1.4354998578970025e-08,1.0,-8.80184507962191e-05,1.535057005174688e-07,-9.544339520572208e-05,11.619837352375184,-1.2958360154733626e-05,-3.372618880292001e-05,-1.6551895577728166,0.0001455666937685,0.0010433227583903,2.224103406572471e-18,3.908895022635589e-15,63.0,1.05
AdPa-1,Rep1,3800,63.333333333333336,1.0555555555555556,132.39892161186788,0.2894320898910711,10.719707033002637,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3800,63.333333333333336,1.0555555555555556,132.08205132864734,0.2297638979610168,8.50977399855617,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3800,63.333333333333336,1.0555555555555556,131.8005030882337,0.1756126593000999,6.504172566670377,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3800,63.333333333333336,1.0555555555555556,133.7706641126423,0.3795940777749482,14.059039917590669,190.0,190.0,0.0013983984797827,0.0013712565867979,-3.0830174223995704e-09,1.3335817929467857e-08,1.0,1.324838660173901e-05,1.23130096469743e-07,-7.872648624775265e-05,14.19345861862184,-3.616375159466e-05,5.229233360886896e-05,3.860459587045652,0.0001783888383413,0.0009803091246913,9.528468011543157e-19,2.605177392113875e-15,63.333333333333336,1.0555555555555556
D-2,Rep1,3800,63.333333333333336,1.0555555555555556,134.07658104233644,0.3770662899178303,13.96541814510482,190.0,190.0,0.0013942344770459,0.0013686995395935,-1.6115128594107205e-08,-2.2469182798751963e-08,1.0,2.2348202656775743e-05,1.2647740375242705e-07,-2.486046577661396e-05,13.657313957069375,1.4225498473813104e-05,7.646996094301398e-06,-20.122162780440032,0.0002045986193143,0.0008955472510852,7.642764585771247e-19,2.3034536994966082e-15,63.333333333333336,1.0555555555555556
D-3,Rep1,3800,63.333333333333336,1.0555555555555556,135.09934739499295,0.5520601020340452,20.446670445705397,190.0,190.0,0.0013729082556302,0.0014425564121406,9.26927960669798e-09,-2.3185335830790303e-08,1.0,-7.329318505328894e-05,1.5851202830542616e-07,-9.453643121193408e-05,12.711360570533998,1.8116411458048057e-05,9.481323594316749e-06,-9.027865883373437,0.0001464407394009,0.0010464929989564,2.343314694957214e-18,3.9112383373305455e-15,63.333333333333336,1.0555555555555556
AdPa-1,Rep1,3820,63.66666666666666,1.0611111111111111,132.47534538061387,0.2950007078760217,10.925952143556373,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,3820,63.66666666666666,1.0611111111111111,132.04701696399127,0.2272111189458456,8.415226627623895,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,3820,63.66666666666666,1.0611111111111111,131.7349308788999,0.1708347402024062,6.327212600089126,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,3820,63.66666666666666,1.0611111111111111,133.76526741012847,0.3792008470409653,14.044475816332069,191.0,191.0,0.0013973256760892,0.0013796300983491,1.927014480023422e-09,1.7753066625768292e-08,1.0,5.242279754300333e-05,1.201343081509525e-07,-3.575191182366314e-05,10.381273744599469,-4.7485011681534073e-05,3.746153456895849e-05,10.254967420759414,0.0001803562534502,0.0009827118108544,8.873637612387222e-19,2.6060647558751137e-15,63.66666666666666,1.0611111111111111
