condition,subcondition,time (s),Time_min,Time_h,Mean Intensity,Protein Concentration_ng_ul,Protein Concentration_nM,Unnamed: 0,frame,x [m]_mean,y [m]_mean,u [m/s]_mean,v [m/s]_mean,data type [-]_mean,vorticity [1/s]_mean,velocity magnitude [m/s]_mean,divergence [1/s]_mean,dcev [1]_mean,shear [1/s]_mean,strain [1/s]_mean,vector direction [degrees]_mean,correlation length [m]_mean,distance [m]_mean,power [W]_mean,work [J]_mean,time (min),time (h)
AdPa-2,Rep1,10080,168.0,2.8,146.82190187619958,1.303783122626312,48.28826380097448,126.0,126.0,0.0014951174337333,0.0013387525824572,1.366616848602452e-09,-2.517360127609278e-09,1.0,4.859190469156887e-07,1.0418636308576394e-08,1.1925266864394486e-06,20.76786045898616,-1.0724470241751696e-06,2.4610692975223297e-07,-2.6417162857617886,0.0003533164101292,0.0001711516212806,1.739098311640727e-21,1.3981564504354021e-18,168.0,2.8
AdPa-3,Rep1,10080,168.0,2.8,144.8288694207667,1.1249245849523035,41.663873516752005,126.0,126.0,0.0013706682351931,0.0014361859840631,1.0398684228799627e-09,2.1802578950466216e-10,1.0,-8.756103702034385e-08,4.95923491465481e-09,7.564049023130823e-07,22.50693226305448,-1.675869640935919e-07,-2.669992106749731e-07,14.19659483400301,0.0003439427007232,0.0001002060111411,4.1580256422728534e-22,3.3228016811326365e-19,168.0,2.8
D-1,Rep1,10080,168.0,2.8,154.64032727007532,1.9002621042967205,70.38007793691554,504.0,504.0,0.0013952772315751,0.0013791345918332,-2.111352049119879e-09,-4.613677935235979e-09,1.0,-4.250832210160991e-06,1.2958719775004065e-08,-2.52552236174286e-07,16.61056923156508,-8.238027681403808e-07,-1.0334792113468875e-06,-32.37481472372561,0.0001670688424314,0.0012790210541942,1.203270489894784e-20,2.673470040935838e-15,168.0,2.8
D-2,Rep1,10080,168.0,2.8,154.79899206032795,1.88700478915416,69.88906626496885,504.0,504.0,0.0013973647838616,0.0013770594574088,-9.45293838140475e-10,-3.541967520798726e-09,1.0,7.0516719588706015e-06,1.0821371557805245e-08,-1.983737075640321e-06,10.609858972444073,-1.827943562885763e-06,1.6044481683330236e-06,-38.215143574506,0.000147925491588,0.0012050601377759,1.0703075065158778e-20,2.374144945754216e-15,168.0,2.8
D-3,Rep1,10080,168.0,2.8,160.2405504519356,2.383973887540804,88.29532916817786,504.0,504.0,0.0013637698610754,0.0014254465728304,-3.1250685735138553e-09,3.652172988778371e-09,1.0,-1.0923130131078398e-06,1.9479951090595763e-08,6.916024007750392e-07,17.9531515656336,7.113999159046319e-06,2.005184741922344e-06,39.74117834463936,0.0002021592218893,0.0014429220573856,1.857028655447097e-20,4.03828746837818e-15,168.0,2.8
AdPa-1,Rep1,10100,168.33333333333334,2.805555555555556,150.5832672094428,1.6144344497688978,59.79386850995917,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10100,168.33333333333334,2.805555555555556,146.71316108335654,1.2958597246487011,47.99480461661855,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10100,168.33333333333334,2.805555555555556,144.66236175357355,1.1127920036182744,41.21451865252868,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10100,168.33333333333334,2.805555555555556,154.6697332299076,1.9024047695888624,70.45943591069857,505.0,505.0,0.0013940824673206,0.0013801752286213,-5.504878100626743e-09,-6.100474206997574e-09,1.0,-3.747981673497937e-06,1.4010010476719989e-08,-3.836705888831218e-07,16.416059733774112,2.6960748675950414e-07,-1.292166238639295e-06,-54.92854367075631,0.0001671422962323,0.0012793012544037,1.4051872067375017e-20,2.6734840928079053e-15,168.33333333333334,2.805555555555556
D-2,Rep1,10100,168.33333333333334,2.805555555555556,154.86505897496798,1.8918187549544785,70.06736129461024,505.0,505.0,0.0013976786069614,0.0013763135996518,6.186474202262668e-10,-3.4434798777650867e-09,1.0,7.90109693727895e-06,1.0930874419608044e-08,-1.6648579595441494e-06,10.972931390944105,-1.868842874202092e-06,1.321318343992365e-06,-31.33257937217982,0.0001473597215706,0.0012052787552643,1.1004801691887916e-20,2.374155950555908e-15,168.33333333333334,2.805555555555556
D-3,Rep1,10100,168.33333333333334,2.805555555555556,160.40693458456477,2.3960974675287074,88.74435064921133,505.0,505.0,0.0013637698610754,0.0014254465728304,3.6501242864051997e-09,-2.6774524857904376e-09,1.0,-2.57708926290504e-06,1.867689789346664e-08,5.714895451957518e-07,17.5399495299064,7.160269914392345e-06,1.9790694909830392e-06,-31.21660309593142,0.0002031083516405,0.0014432955953434,1.691156976372889e-20,4.038304379947944e-15,168.33333333333334,2.805555555555556
AdPa-1,Rep1,10120,168.66666666666666,2.811111111111111,150.53795086901562,1.611132474579038,59.671573132556944,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10120,168.66666666666666,2.811111111111111,146.87203381360294,1.3074359862945857,48.42355504794765,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10120,168.66666666666666,2.811111111111111,144.884606953865,1.1289859003564091,41.81429260579296,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10120,168.66666666666666,2.811111111111111,154.5074037638201,1.8905766328825104,70.0213567734263,506.0,506.0,0.0013946857986481,0.001380108716663,-1.938388284865252e-09,-6.649007448139448e-09,1.0,-3.5409757138827243e-06,1.350348075070616e-08,-4.307895108795554e-07,14.520081680848888,-9.498224945715996e-07,-7.181842613673525e-07,-52.43422271216222,0.0001672096725377,0.0012795713240188,1.3043635746702244e-20,2.673497136443652e-15,168.66666666666666,2.811111111111111
D-2,Rep1,10120,168.66666666666666,2.811111111111111,154.6238469025948,1.8742428370634252,69.41640137271946,506.0,506.0,0.0013976786069614,0.0013763135996518,-1.6322958023023567e-09,-8.10523357255508e-10,1.0,7.435952441297132e-06,1.0416153781108262e-08,-1.4152077808731083e-06,12.60920710685208,-2.352229973847437e-06,1.4129417910228093e-06,0.1259002813375605,0.0001468185350883,0.0012054870783399,1.0066604095947598e-20,2.374166017160004e-15,168.66666666666666,2.811111111111111
D-3,Rep1,10120,168.66666666666666,2.811111111111111,160.39975508674712,2.395574333413152,88.72497531159817,506.0,506.0,0.0013629031002277,0.0014254065216019,7.379616107474397e-09,2.266885892697226e-09,1.0,-1.5679848265785437e-06,1.86548003791008e-08,6.245867183437259e-07,16.009397179252595,6.880659663582975e-06,1.8340283311199927e-06,13.713624370077202,0.0002040287858372,0.001443668691351,1.6719693724474775e-20,4.038321099641668e-15,168.66666666666666,2.811111111111111
AdPa-1,Rep1,10140,169.0,2.816666666666667,150.65253431906314,1.6194815977796084,59.98079991776325,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10140,169.0,2.816666666666667,146.86460715684916,1.3068948429429064,48.40351270158911,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10140,169.0,2.816666666666667,144.90699516915834,1.1306172176858098,41.874711766141104,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10140,169.0,2.816666666666667,154.7993729176516,1.9118509655640172,70.80929502088958,507.0,507.0,0.0013933061708972,0.0013802416562272,-1.5912057577005575e-09,-4.090447882993712e-09,1.0,-4.49190424069882e-06,1.2425230983831328e-08,-1.6359280969885784e-07,13.203690910758654,-8.502373855801845e-07,-1.1812881565273316e-06,-27.72932651358088,0.0001672623468631,0.0012798198286384,1.1036784567602136e-20,2.6735081732282202e-15,169.0,2.816666666666667
D-2,Rep1,10140,169.0,2.816666666666667,154.87633759299,1.892640571467762,70.09779894325044,507.0,507.0,0.0013973647838616,0.0013770594574088,1.827140724047243e-09,-3.356618156106156e-09,1.0,7.665855523310413e-06,1.0999351716819086e-08,-1.2992345065866813e-06,10.977421343177111,-2.6436421589050062e-06,1.088282749873228e-06,-29.7324010181756,0.0001463063939943,0.0012057070653743,1.1304140883938563e-20,2.3741773213008868e-15,169.0,2.816666666666667
D-3,Rep1,10140,169.0,2.816666666666667,160.49333684258974,2.4023931681447985,88.97752474610363,507.0,507.0,0.0013629031002277,0.0014254065216019,-1.6427406546755475e-09,-3.3440844889044942e-09,1.0,-2.3464616113450428e-06,1.9083833510522143e-08,3.2967523985443497e-07,17.05637001677378,6.918020687680497e-06,1.8585121994048912e-06,-40.59067147142774,0.0002049206749076,0.0014440503680212,1.7345614043232735e-20,4.038338445255711e-15,169.0,2.816666666666667
AdPa-1,Rep1,10160,169.33333333333334,2.8222222222222224,150.55154098374015,1.6121227183018263,59.70824882599357,127.0,127.0,0.0013835012060561,0.0014241941954781,1.518919482190928e-09,-2.217178930832948e-09,1.0,6.937561247809865e-07,8.325959554101655e-09,2.4910675123580765e-06,23.299287230037987,1.5100953133336334e-06,-9.893652545974849e-08,-16.777286220265747,0.0002244681112595,0.0001934700049956,2.751625241689772e-21,1.4739336656375745e-18,169.33333333333334,2.8222222222222224
AdPa-2,Rep1,10160,169.33333333333334,2.8222222222222224,147.04553163264052,1.3200779050496436,48.89177426109788,127.0,127.0,0.0014948580479752,0.0013380186594987,1.517579884307373e-09,-3.208728099125126e-09,1.0,4.754569007111405e-07,1.0408167590001008e-08,1.1339617447265287e-06,18.03374945362121,-8.924879829754807e-07,2.92736408395501e-07,-8.826604391251182,0.0003529062155919,0.0001719842746878,1.7396421983133482e-21,1.3998960926337153e-18,169.33333333333334,2.8222222222222224
AdPa-3,Rep1,10160,169.33333333333334,2.8222222222222224,144.97765348332817,1.1357657358173894,42.06539762286633,127.0,127.0,0.0013699727569069,0.001437897580666,-9.32697608336414e-10,-3.909768594569586e-09,1.0,-6.706270515470674e-07,5.991697948732361e-09,8.246270369935752e-07,18.60412692332475,2.0720851103020706e-07,2.923212781748129e-07,-61.726709293137766,0.0003441703972527,0.000100685346977,6.06153745335362e-22,3.3288632185859903e-19,169.33333333333334,2.8222222222222224
D-1,Rep1,10160,169.33333333333334,2.8222222222222224,154.6679263392436,1.9022731104988504,70.45455964810554,508.0,508.0,0.0013945588388114,0.0013793458746914,4.3267243196796445e-09,-6.341307194071615e-10,1.0,-5.649026789568031e-06,1.3376758090167093e-08,-2.719729913580166e-07,13.895204506086404,-1.5918581535527174e-07,-9.022316173182456e-07,0.055166434796907,0.0001672924618076,0.0012800873638002,1.2787304230650711e-20,2.673520960532451e-15,169.33333333333334,2.8222222222222224
D-2,Rep1,10160,169.33333333333334,2.8222222222222224,155.09400368142914,1.908500811216268,70.68521523023219,508.0,508.0,0.0013972005902259,0.0013762749768601,-4.5724316368452894e-09,-3.820863504574006e-09,1.0,7.43546127792789e-06,1.1831809641329808e-08,-1.1257114804469768e-06,13.075491050089312,-2.3291936549027937e-06,1.030313544241097e-06,-51.615537620629205,0.0001458274167796,0.0012059437015671,1.316600385536622e-20,2.374190487304743e-15,169.33333333333334,2.8222222222222224
D-3,Rep1,10160,169.33333333333334,2.8222222222222224,160.65219660220137,2.413968484685367,89.4062401735321,508.0,508.0,0.001361261190354,0.0014249330348846,2.17907917565759e-09,2.8570763064786116e-09,1.0,-1.943207648974669e-06,1.7993751942458983e-08,8.528671971955465e-07,16.166633936830806,6.691434718908762e-06,1.128228071313097e-06,29.373818546826573,0.0002057835903383,0.0014444102430601,1.5291566353427787e-20,4.038353736822064e-15,169.33333333333334,2.8222222222222224
AdPa-1,Rep1,10180,169.66666666666666,2.827777777777778,150.72371180645035,1.6246679454681834,60.172886869191984,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10180,169.66666666666666,2.827777777777778,147.07030657474252,1.321883131230308,48.958634490011406,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10180,169.66666666666666,2.827777777777778,145.05305698792824,1.1412600122543417,42.26888934275343,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10180,169.66666666666666,2.827777777777778,154.86294966358582,1.9164834852191337,70.98086982293086,509.0,509.0,0.0013947205888312,0.001380108716663,-3.92014980534845e-09,-1.889116698708645e-09,1.0,-4.611590776831148e-06,1.2228416744146225e-08,-5.304920959499244e-07,16.055562192689145,-4.806321272771953e-07,-7.94955789638433e-07,-4.290599398769523,0.0001672915654043,0.0012803319321351,1.0686177108229191e-20,2.6735316467095586e-15,169.66666666666666,2.827777777777777
D-2,Rep1,10180,169.66666666666666,2.827777777777778,155.09994677196346,1.9089338545139043,70.70125387088535,509.0,509.0,0.0013966348988916,0.0013760869536317,-1.095748793214287e-09,8.317517784507951e-10,1.0,6.477065900901224e-06,1.0204482534063112e-08,-1.2526878219849749e-06,12.349683659448369,-2.132473997031833e-06,1.4192983638680845e-06,13.120961218973845,0.0001453852132364,0.0012061477912178,9.853068304911574e-21,2.374200340373048e-15,169.66666666666666,2.827777777777777
D-3,Rep1,10180,169.66666666666666,2.827777777777778,160.73444479954776,2.419961499666022,89.62820369133416,509.0,509.0,0.0013624856488926,0.0014245831896079,7.0137550455258475e-09,-3.6635409351478445e-09,1.0,-2.172623150244717e-06,1.8600281758725747e-08,9.58966442715563e-07,16.402814623058262,6.578052242611861e-06,1.6692784674348694e-06,-28.675929781748685,0.0002066185603466,0.0014447822486953,1.6208035501457412e-20,4.038369944857566e-15,169.66666666666666,2.827777777777777
AdPa-1,Rep1,10200,170.0,2.833333333333333,150.849360779756,1.633823358031857,60.511976223402144,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10200,170.0,2.833333333333333,146.98486928923768,1.3156577433378471,48.72806456806839,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10200,170.0,2.833333333333333,145.0968264531547,1.144449274381178,42.38701016226588,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10200,170.0,2.833333333333333,154.94094328566467,1.922166490568728,71.1913515025455,510.0,510.0,0.0013939204148427,0.0013794129132236,-2.564327468985132e-11,-1.6841469330920287e-08,1.0,-4.130638099148762e-06,2.0089508309631748e-08,9.697954346791772e-08,12.301466974595048,-6.351827756517899e-07,-1.721538108342533e-06,-85.65931256507116,0.0001672514776044,0.0012807337223013,2.885550532234961e-20,2.673560502214881e-15,170.0,2.833333333333333
D-2,Rep1,10200,170.0,2.833333333333333,155.19980288661367,1.9162098704062436,70.97073594097196,510.0,510.0,0.0013966348988916,0.0013760869536317,1.0147032071965584e-09,-2.357877432022587e-08,1.0,6.8757478860945775e-06,2.5821839077403128e-08,-8.653232909416441e-07,12.381872915568072,-5.493393607445994e-07,1.7904853984323631e-06,-85.56608377398574,0.0001449783995699,0.0012066642279993,6.344504850289639e-20,2.3742637854215505e-15,170.0,2.833333333333333
D-3,Rep1,10200,170.0,2.833333333333333,160.85319596236712,2.428614303261818,89.94867789858583,510.0,510.0,0.0013629031002277,0.0014254065216019,4.625761676495991e-09,3.2036093317127566e-10,1.0,-2.272087645129257e-06,1.71799929943721e-08,8.430713570243799e-07,15.462042473055153,5.3162054770075135e-06,2.4232611297034614e-06,-0.5599324400887457,0.0002074259053091,0.0014451258485551,1.3719869231078583e-20,4.038383664726797e-15,170.0,2.833333333333333
AdPa-1,Rep1,10220,170.33333333333334,2.838888888888889,150.91846898831974,1.638858927716921,60.69847880433037,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10220,170.33333333333334,2.838888888888889,147.25038496218258,1.3350045431084947,49.44461270772203,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10220,170.33333333333334,2.838888888888889,145.03204031918605,1.139728632665742,42.21217158021267,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10220,170.33333333333334,2.838888888888889,154.83760831526698,1.914636987848921,70.91248103144153,511.0,511.0,0.0013945588388114,0.0013793458746914,-1.9999755020117952e-09,4.703568516954486e-09,1.0,-5.26228567071432e-06,1.37001519168439e-08,-9.028838932311196e-07,14.250667545864042,-6.788881599283534e-07,-2.2278690856050786e-07,52.93005504375424,0.00016716503969,0.0012810077253396,1.3433520734946804e-20,2.6735739357356162e-15,170.33333333333334,2.838888888888889
D-2,Rep1,10220,170.33333333333334,2.838888888888889,155.03165053567338,1.90395744918936,70.51694256256889,511.0,511.0,0.0013968728727365,0.0013753052130271,1.949802003813708e-09,8.552601051681442e-10,1.0,6.332589789324963e-06,1.0275861326497144e-08,-8.582628304243044e-07,11.596355763070834,-2.172892938251754e-06,1.2352140485814002e-06,9.70521973682556,0.0001446091056855,0.0012068697452259,1.0098925878182046e-20,2.3742738843474285e-15,170.33333333333334,2.838888888888889
D-3,Rep1,10220,170.33333333333334,2.838888888888889,160.91679885802228,2.433248728316376,90.12032327097684,511.0,511.0,0.001363926938652,0.0014248682797797,6.2300534551182965e-09,-3.551588650868209e-09,1.0,-1.544117777654552e-06,1.8213240982375643e-08,9.461358767053352e-07,15.737715591642148,5.5227784631210455e-06,1.7360223532660258e-06,-32.20765718863766,0.0002082068261349,0.0014454901133748,1.5304337539429267e-20,4.038398969064337e-15,170.33333333333334,2.838888888888889
AdPa-1,Rep1,10240,170.66666666666666,2.844444444444445,151.01348010630073,1.6457819129221862,60.95488566378469,128.0,128.0,0.0013822716659175,0.0014246878046938,-1.0102336034578756e-10,2.7151355425668924e-10,1.0,2.885669020765976e-07,7.817542496720792e-09,2.9845994772268933e-06,19.84415785055004,1.425257688652965e-06,-5.778561872426454e-07,6.788061094046557,0.0002230538804563,0.0001940954083954,2.4566932418949305e-21,1.4763903588794696e-18,170.66666666666666,2.844444444444444
AdPa-2,Rep1,10240,170.66666666666666,2.844444444444445,147.13113247028403,1.3263152101688505,49.12278556180925,128.0,128.0,0.0014951174337333,0.0013387525824572,1.2840858738626711e-09,-1.763201730670546e-09,1.0,6.439326511129079e-07,1.0002592716602742e-08,1.074160541199604e-06,20.304352654001978,-1.252493713097297e-06,3.0706453719967e-07,1.2897256610360577,0.0003524933087391,0.0001727844821051,1.6104728670200745e-21,1.4015065655007352e-18,170.66666666666666,2.844444444444444
AdPa-3,Rep1,10240,170.66666666666666,2.844444444444445,145.27071872082152,1.157119934635995,42.85629387540723,128.0,128.0,0.0013699727569069,0.001437897580666,2.593703787021529e-09,-9.037438097835063e-10,1.0,-6.731562535567303e-08,5.289731011446287e-09,5.998562606534477e-07,20.411250272088697,5.8446968397591366e-08,-3.841105753112319e-07,-7.172626408961257,0.0003444058608183,0.0001011085254579,4.717980108682002e-22,3.3335811986946724e-19,170.66666666666666,2.844444444444444
D-1,Rep1,10240,170.66666666666666,2.844444444444445,155.15545685570424,1.9377970220609448,71.77026007633123,512.0,512.0,0.0013946755583974,0.0013801147767048,-5.237418922077755e-09,-1.259543682281978e-08,1.0,-4.3854594318378576e-06,1.688616536367775e-08,-6.695005361669424e-07,14.01099532041017,4.18034086384424e-07,-6.271976067430575e-07,-97.05117690076058,0.000167026543769,0.0012813454486469,2.0441891676129023e-20,2.673594377627293e-15,170.66666666666666,2.844444444444444
D-2,Rep1,10240,170.66666666666666,2.844444444444445,155.2452508291698,1.919521434785361,71.0933864735319,512.0,512.0,0.0013968728727365,0.0013753052130271,-2.247141148242485e-09,-9.976758603068151e-10,1.0,6.297967444725757e-06,1.0444105660524812e-08,-1.4803523624685732e-06,10.565185801439904,-1.6127448342949365e-06,1.8277224404636984e-06,-2.8958965887599617,0.0001442780202511,0.0012070786273391,1.0480262498102995e-20,2.374284364609927e-15,170.66666666666666,2.844444444444444
D-3,Rep1,10240,170.66666666666666,2.844444444444445,160.9176234468461,2.433308811981836,90.1225485919198,512.0,512.0,0.001363926938652,0.0014248682797797,-5.897423071751202e-10,6.6538133351518785e-09,1.0,-1.4936225405637013e-06,1.9420919278213626e-08,5.5468430665385364e-08,16.032244275733976,6.775943323054577e-06,1.7799064202386927e-06,51.9678180254956,0.0002089629549922,0.0014458785317603,1.7275513280627274e-20,4.038416244577617e-15,170.66666666666666,2.844444444444444
AdPa-1,Rep1,10260,171.0,2.85,151.02760549349475,1.646811159273991,60.993005899036746,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10260,171.0,2.85,147.3335036556041,1.3410609867865206,49.66892543653776,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10260,171.0,2.85,145.18600797119865,1.1509474857812894,42.62768465856624,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10260,171.0,2.85,155.17325495823957,1.939093880819712,71.81829188221161,513.0,513.0,0.0013941878767414,0.001380950802487,-1.27971631543863e-09,-4.768519281890483e-10,1.0,-3.591783410880432e-06,1.2078176559241578e-08,-2.895083825386436e-07,14.094194741789575,-1.2938944499912906e-06,-9.705814529063383e-07,13.13893493042829,0.0001668302138183,0.0012815870121781,1.0482945562874704e-20,2.6736048605728552e-15,171.0,2.85
D-2,Rep1,10260,171.0,2.85,155.3205859961489,1.9250107318014944,71.29669377042569,513.0,513.0,0.0013967918782905,0.0013751937667223,-4.785599861803542e-09,9.007022190386131e-09,1.0,6.535489245563696e-06,1.4723611359588876e-08,-1.016507721647815e-06,10.359592901532904,-2.205059288909286e-06,9.341077494364328e-07,84.84944468908405,0.00014398537922,0.0012073730995663,2.091326773399916e-20,2.374305277877661e-15,171.0,2.85
D-3,Rep1,10260,171.0,2.85,160.95194436359182,2.435809605614316,90.21517057830798,513.0,513.0,0.0013642693128639,0.0014240731152703,3.166833288585268e-09,-3.0755891468188303e-09,1.0,-2.105648993760948e-06,1.7718934447281158e-08,4.27613105178877e-07,17.30265612629142,5.92292051585998e-06,2.3494565025244588e-06,-31.535132407160937,0.0002096960049388,0.0014462329104493,1.427989077278151e-20,4.038430524468389e-15,171.0,2.85
AdPa-1,Rep1,10280,171.33333333333334,2.855555555555556,151.20433657280978,1.6596886695423505,61.46995072379076,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10280,171.33333333333334,2.855555555555556,147.39006864379468,1.3451825947067402,49.821577581731134,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10280,171.33333333333334,2.855555555555556,145.21782909087426,1.1532661316977943,42.71356043325165,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10280,171.33333333333334,2.855555555555556,155.25012405479933,1.9446949476162505,72.02573880060191,514.0,514.0,0.0013936770164772,0.0013812680792235,7.97369475894061e-10,-2.793386383166096e-09,1.0,-4.03520888341845e-06,1.1898646395016794e-08,-3.959522615591852e-07,11.707136822171757,-4.040162393087785e-07,-9.106093321555146e-07,-19.83568322790624,0.0001665727985203,0.001281824985106,1.0205092554778444e-20,2.67361506566541e-15,171.33333333333334,2.855555555555556
D-2,Rep1,10280,171.33333333333334,2.855555555555556,155.53417197533273,1.9405736743850923,71.87309905129973,514.0,514.0,0.0013960624547272,0.0013755284591926,-4.008264168124936e-09,-3.959456734936998e-09,1.0,6.820502098723184e-06,1.1539596188083097e-08,-1.0169855774390155e-06,11.712324129345827,-2.604138753137339e-06,8.168763218282964e-07,-57.4776574959541,0.0001437331281421,0.00120760389149,1.2891322222256431e-20,2.374318169199883e-15,171.33333333333334,2.855555555555556
D-3,Rep1,10280,171.33333333333334,2.855555555555556,160.9941902790572,2.4388878542863117,90.32917978838194,514.0,514.0,0.001363926938652,0.0014248682797797,2.1860174386503047e-09,-6.398886340358088e-10,1.0,-1.759178534804406e-06,1.7607111837820834e-08,1.1575838864819797e-06,16.74668509904808,6.383178129088277e-06,2.241657559982693e-06,-14.625551811348078,0.0002104080503218,0.0014465850526861,1.400494917361961e-20,4.038444529417563e-15,171.33333333333334,2.855555555555556
AdPa-1,Rep1,10300,171.66666666666666,2.861111111111111,151.32566364109547,1.6685291664924875,61.79737653675875,,,,,,,,,,,,,,,,,,,,
AdPa-2,Rep1,10300,171.66666666666666,2.861111111111111,147.27111653196775,1.3365151489613103,49.50056107264109,,,,,,,,,,,,,,,,,,,,
AdPa-3,Rep1,10300,171.66666666666666,2.861111111111111,145.1947398879434,1.151583736903496,42.65124951494431,,,,,,,,,,,,,,,,,,,,
D-1,Rep1,10300,171.66666666666666,2.861111111111111,155.41680882607184,1.956840433639197,72.47557161626662,515.0,515.0,0.0013940366546679,0.0013801813693263,-4.259088181417539e-09,-4.1300723435047995e-09,1.0,-3.7353604187729977e-06,1.2403509549917771e-08,-3.074843959127442e-07,12.445189415482972,-3.255966222597456e-07,-1.12900702798316e-06,-28.683716411906165,0.0001662510231486,0.001282073055297,1.1132443840120987e-20,2.6736261981092506e-15,171.66666666666666,2.861111111111111
D-2,Rep1,10300,171.66666666666666,2.861111111111111,155.67604961022656,1.9509115883913728,72.25598475523594,515.0,515.0,0.0013966348988916,0.0013760869536317,1.6169081128632561e-09,-3.170259849569893e-09,1.0,6.172552212534008e-06,1.0465248657022284e-08,-1.0434819758548297e-06,9.815542184848438,-2.4410940462666434e-06,1.63730546226911e-06,-28.64071949494798,0.0001435171767341,0.0012078131964632,1.0634604286513456e-20,2.3743288038041696e-15,171.66666666666666,2.861111111111111
D-3,Rep1,10300,171.66666666666666,2.861111111111111,161.08074682335584,2.445194796971884,90.56277025821797,515.0,515.0,0.0013629031002277,0.0014254065216019,3.9572133529832414e-09,-2.897889037895532e-09,1.0,-2.1798725652207846e-06,1.7797661200994565e-08,1.5517609907538928e-06,17.2172431147044,5.674048501222142e-06,1.7688770186520612e-06,-29.827638987743605,0.0002111010189505,0.0014469410059101,1.4215927728970292e-20,4.038458745345292e-15,171.66666666666666,2.861111111111111
AdPa-1,Rep1,10320,172.0,2.8666666666666667,151.2871428673288,1.6657223502740388,61.69342038051997,129.0,129.0,0.0013830022734602,0.0014247616780231,2.1807317418585996e-09,-1.629513642268707e-09,1.0,5.796515742507179e-07,8.0720796908623e-09,2.6275408881120984e-06,20.453306781830165,1.268751447540474e-06,-3.131805069645921e-07,-13.783229951873096,0.0002216692716295,0.0001947411747706,2.6520999583413613e-21,1.4790424588378112e-18,172.0,2.8666666666666667
AdPa-2,Rep1,10320,172.0,2.8666666666666667,147.50909985927032,1.353855804339612,50.14280756813375,129.0,129.0,0.0014951174337333,0.0013387525824572,1.8396017628589758e-09,-2.819797421092066e-09,1.0,5.769371141209944e-07,1.0143519908745483e-08,1.134357258197797e-06,21.68689308898221,-9.563758063845089e-07,2.963390418054125e-07,-4.088860316883058,0.0003520724781742,0.0001735959636978,1.660134263729258e-21,1.4031666997644648e-18,172.0,2.8666666666666667
AdPa-3,Rep1,10320,172.0,2.8666666666666667,145.57025118911508,1.1789453682332276,43.66464326789736,129.0,129.0,0.0013698904671387,0.0014370794529642,4.64556250464758e-10,-1.1831202490927502e-09,1.0,-2.4973260444887645e-07,4.8253397305830065e-09,7.076183156698782e-07,21.793393033262703,-1.4910515673505733e-07,-7.16213638084466e-08,-8.794912331981475,0.0003446482198173,0.0001014945526364,3.920430032174277e-22,3.337501628726848e-19,172.0,2.8666666666666667
D-1,Rep1,10320,172.0,2.8666666666666667,155.48850204531047,1.9620643601296328,72.6690503751716,516.0,516.0,0.0013941878767414,0.001380950802487,2.4707791633691447e-09,-5.996930982561014e-09,1.0,-3.7147441629592166e-06,1.2728814973307308e-08,-4.0870654482975015e-08,13.080347710997266,-5.964551679300949e-07,-7.987620077191991e-07,-42.17527377662976,0.0001658631579353,0.0012823276315965,1.177893657309121e-20,2.673637977045824e-15,172.0,2.8666666666666667
D-2,Rep1,10320,172.0,2.8666666666666667,155.43348881150914,1.9332373955539184,71.60138502051552,516.0,516.0,0.0013966348988916,0.0013760869536317,-2.3144194831231756e-09,-3.265557059920751e-09,1.0,7.014155368005979e-06,1.0437778447090692e-08,-9.495120974951288e-07,12.27345340495924,-2.506444731226006e-06,7.006708779453949e-07,-40.33929202443105,0.0001433424289789,0.0012080219520321,1.0604656979416148e-20,2.374339408461149e-15,172.0,2.8666666666666667
